Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
RP11-554D15.3	75239964	75443995			ENSG00000272243
RPL23AP1	29694446	29694916			ENSG00000239257
RP3-468K18.6	144179199	144179826			ENSG00000270890
MICE	29709508	29716746			ENSG00000273340
MYCT1	153019030	153045702			ENSG00000120279
RP11-554D15.2	75320165	75320431			ENSG00000218483
RP3-340H11.2	144357755	144358841			ENSG00000217231
RP11-554D15.4	75352100	75361718			ENSG00000224583
AL031390.1	144438986	144439062			ENSG00000256014
AL590684.1	75429462	75429559			ENSG00000264884
MRPL42P3	144457587	144457912			ENSG00000219297
RP11-560O20.1	75558793	75560200			ENSG00000219736
RNF144B	18368779	18469105			ENSG00000137393
RP1-234P15.4	75994730	76006719			ENSG00000225793
TPT1P4	144521584	144522102			ENSG00000217027
HCG9P5	29716066	29716290			ENSG00000227758
RP1-91J24.1	144578170	144578760			ENSG00000216475
HMGB1P39	76028817	76029696			ENSG00000203489
Y_RNA	29718148	29718249			ENSG00000199290
IFITM4P	29718506	29718925			ENSG00000235821
RP1-91J24.3	144632835	144654437			ENSG00000225311
XXbac-BPG170G13.32	29719742	29719984			ENSG00000272236
RP11-106E7.1	144719095	144719888			ENSG00000219409
VIP	153071933	153080900			ENSG00000146469
XXbac-BPG170G13.31	29731035	29731169			ENSG00000270896
RP11-415D17.3	76066930	76096096			ENSG00000237174
HLA-V	29758731	29765588			ENSG00000181126
RP11-277I20.2	145027869	145028183			ENSG00000217195
RP11-277I20.3	145029242	145029633			ENSG00000220739
AL356739.1	145669894	145669985			ENSG00000221796
U3	76108577	76108783			ENSG00000221332
MIR4463	76138123	76138189			ENSG00000263533
RNU1-33P	145784374	145784535			ENSG00000201119
RP11-415D17.4	76164660	76168616			ENSG00000238156
RP1-28C20.1	145810766	145813228			ENSG00000217612
ZNF318	43274872	43337216			ENSG00000171467
RP11-415D17.1	76174839	76175286			ENSG00000217680
TMEM151B	44238203	44275243			ENSG00000178233
HCG4	29758816	29760850			ENSG00000176998
RNU1-34P	76183454	76183610			ENSG00000201291
RP3-466P17.1	146056706	146058354			ENSG00000270638
RPL26P20	76209421	76209852			ENSG00000219722
RP3-466P17.2	146058047	146058309			ENSG00000270828
HLA-P	29768192	29770202			ENSG00000261548
RP11-474L11.3	76295838	76296177			ENSG00000220730
RP11-545I5.3	146136048	146207721			ENSG00000235652
NHSL1	138743180	139013708			ENSG00000135540
RNU6-1338P	76302771	76302861			ENSG00000252137
RP11-474L11.5	76320674	76321661			ENSG00000217488
FUNDC2P3	146492451	146492983			ENSG00000187103
RPL7AP7	29770972	29771768			ENSG00000213880
RNU6-1016P	76353800	76353893			ENSG00000252498
RN7SKP163	76364686	76365015			ENSG00000200091
RNA5SP222	146661556	146661660			ENSG00000222971
RNU6-155P	76477776	76477875			ENSG00000252156
MICG	29780342	29780473			ENSG00000237042
RP1-69B13.2	146686067	146686630			ENSG00000216811
RNA5SP209	76574956	76575052			ENSG00000223169
HCG4P8	29795162	29796141			ENSG00000229142
snoU13	76575681	76575783			ENSG00000239132
Y_RNA	76638230	76638342			ENSG00000200040
RP11-715G15.1	146915652	146920067			ENSG00000237468
MICF	29820140	29820268			ENSG00000233265
RNU6-248P	76802551	76802657			ENSG00000222652
HCG4P7	29855071	29856045			ENSG00000230521
RNU6-261P	77156705	77156806			ENSG00000238697
RP11-35J1.1	77232168	77303340			ENSG00000236635
RNU6-734P	146960836	146960905			ENSG00000207465
HLA-H	29855350	29858259			ENSG00000206341
U6	77267370	77267471			ENSG00000272445
KATNBL1P6	147123495	147124960			ENSG00000228283
RP11-354K4.1	77370203	77372487			ENSG00000231762
SRSF3	36562145	36573377			ENSG00000112081
RP11-354K4.2	77484700	77485577			ENSG00000271945
RPS6P7	78205836	78206388			ENSG00000219253
HLA-T	29864431	29865563			ENSG00000231130
STXBP5-AS1	147163037	147525750			ENSG00000233452
DDX39BP1	29874320	29874686			ENSG00000233677
MCCD1P1	29875560	29876422			ENSG00000235963
SNORD112	78646918	78646988			ENSG00000252932
RP3-390M24.1	79314184	79315753			ENSG00000230309
HCG4B	29893760	29894750			ENSG00000227262
RP11-173D14.3	79519432	79523020			ENSG00000229495
HLA-K	29894236	29897009			ENSG00000230795
AL356776.1	79671213	79671289			ENSG00000251969
RP11-477E3.2	79777409	79777855			ENSG00000217512
HMGN3-AS1	79943435	79946514			ENSG00000270362
HLA-U	29901878	29902063			ENSG00000228078
RP11-46B11.2	79987822	79988144			ENSG00000220154
HCG4P5	29909852	29910844			ENSG00000227766
HLA-W	29924373	29926347			ENSG00000235290
Y_RNA	80011680	80011783			ENSG00000201464
RP3-508D13.1	80036285	80036924			ENSG00000217786
MICD	29938578	29940241			ENSG00000229390
RP1-232L24.2	80064160	80064430			ENSG00000218029
RP1-232L24.4	80115957	80116491			ENSG00000262048
HCG9	29942889	29946183			ENSG00000204625
RP1-232L24.3	80130014	80131022			ENSG00000231533
RP11-497D6.3	147180317	147184217			ENSG00000227748
RP11-497D6.5	147269664	147272295			ENSG00000272397
RP3-337D23.3	147480061	147502128			ENSG00000196634
DBIP1	80146625	80146884			ENSG00000218748
DDX39BP2	29960986	29961382			ENSG00000238024
RP11-361F15.2	147708800	147711601			ENSG00000225135
MCCD1P2	29962214	29963091			ENSG00000224312
RP11-342L8.2	80262511	80262877			ENSG00000261970
YAP1P1	147728025	147729417			ENSG00000220494
RP11-177G23.2	80270849	80271319			ENSG00000272137
RP1-159G19.1	80513300	80516942			ENSG00000235357
AL132875.1	80536510	80536602			ENSG00000221470
FBXO5	153291664	153304714			ENSG00000112029
RP1-92C4.1	80564401	80565349			ENSG00000220918
RP11-307P5.1	147981839	148275073			ENSG00000227681
ZNRD1-AS1	29968788	30029417			ENSG00000204623
RP1-92C4.2	80581590	80584327			ENSG00000233835
GAPDHP63	80662722	80663728			ENSG00000218582
ADAT2	143743969	143771810			ENSG00000189007
RPL35AP18	80673932	80674236			ENSG00000220311
RP11-296E7.1	80774003	80779916			ENSG00000218418
AK4P5	80787446	80788079			ENSG00000217377
RP11-307P5.2	148062570	148064460			ENSG00000226249
C6orf229	24797549	24799117			ENSG00000260286
RP11-250B2.6	81065141	81066576			ENSG00000272129
RP11-242F11.2	148338558	148342110			ENSG00000234675
RPL17P25	81083732	81084286			ENSG00000219547
RP11-631F7.2	148454945	148458540			ENSG00000230205
RP11-250B2.3	81153061	81175644			ENSG00000233967
RP11-631F7.1	148558721	148604544			ENSG00000224658
RNU6-1222P	148599808	148599914			ENSG00000207345
CYP51A1P3	148799829	148801899			ENSG00000215223
RP11-250B2.5	81176675	81178797			ENSG00000260645
TMEM242	157710418	157744633			ENSG00000215712
AL033378.1	148845289	148845376			ENSG00000223322
SNRPEP6	148888514	148888790			ENSG00000217824
RP11-250B2.2	81179788	81180145			ENSG00000219361
PLEKHG1	150920999	151164799			ENSG00000120278
RP11-461H3.2	148968843	148969733			ENSG00000231368
RP11-11L12.2	81208913	81209109			ENSG00000181705
HCG4P3	29973898	29974893			ENSG00000237669
RP11-486E2.1	81265558	81266906			ENSG00000216352
HLA-J	29974360	29977733			ENSG00000204622
CDKN1A	36644305	36655116			ENSG00000124762
RP11-162J8.2	149276764	149285820			ENSG00000227660
RP1-300G12.2	82236819	82244632			ENSG00000226089
ID4	19837617	19840915			ENSG00000172201
RP11-162J8.3	149348836	149353709			ENSG00000236591
RNA5SP210	82331917	82332036			ENSG00000212336
RP11-365H23.1	149433145	149433808			ENSG00000219487
RP5-991C6.4	82434439	82446070			ENSG00000232031
SNORA70	82473741	82473873			ENSG00000206886
RP5-991C6.2	82473928	82474220			ENSG00000219702
AL603766.1	149497843	149497930			ENSG00000263481
FAM65B	24797601	25042238			ENSG00000111913
RP5-991C6.3	82523003	82523874			ENSG00000224995
RP1-111D6.3	149539062	149565208			ENSG00000228408
RP11-379B8.1	82554902	82643197			ENSG00000226453
TCP11	35085848	35116387			ENSG00000124678
RP11-801I18.1	82679170	82679256			ENSG00000260574
ETF1P1	29999490	30000780			ENSG00000232757
RNU6-130P	82920055	82920157			ENSG00000223044
RP1-111D6.2	149564435	149565137			ENSG00000225924
RP3-492P14.2	82973713	82974691			ENSG00000220537
RN7SL234P	149612488	149612780			ENSG00000241391
AL669914.1	30056598	30056730			ENSG00000252901
FABP12P1	149625243	149625564			ENSG00000216265
TRIM31-AS1	30073017	30082501			ENSG00000231226
LAP3P1	83634548	83634841			ENSG00000220091
RP1-281H8.3	149812703	149813425			ENSG00000219553
SNORA48	30100582	30100743			ENSG00000252228
RP11-445L13__B.3	83642320	83648396			ENSG00000227215
RNU7-3P	149838092	149838153			ENSG00000252244
PAIP1P1	30154575	30156391			ENSG00000233892
RP1-12G14.5	149882288	149885085			ENSG00000235168
AL391416.1	84077425	84077510			ENSG00000252309
RP1-12G14.6	149896601	149897260			ENSG00000237502
RP11-378G13.2	84102135	84103128			ENSG00000219951
HCG17	30201816	30293911			ENSG00000270604
RP1-12G14.7	149912891	149913799			ENSG00000233330
CCNC	99990256	100016849			ENSG00000112237
RPS18P9	149915220	149915679			ENSG00000220848
SNORA2	149915761	149915895			ENSG00000202343
Y_RNA	149952573	149952685			ENSG00000207292
TRIM26BP	30206078	30210056			ENSG00000236475
RP11-350J20.4	150115899	150116882			ENSG00000219433
MBOAT1	20100935	20212670			ENSG00000172197
SAMD5	147830063	148058683			ENSG00000203727
RP11-350J20.5	150117711	150119308			ENSG00000231760
RP11-350J20.12	150173598	150174328			ENSG00000273132
RP3-393K13.1	84437774	84446244			ENSG00000237874
RP11-244K5.8	150183733	150240643			ENSG00000268592
HLA-L	30227361	30260791			ENSG00000243753
RP4-676J13.2	84693447	84717042			ENSG00000228679
CCT7P1	150201098	150202708			ENSG00000217733
RAET1E-AS1	150205567	150240644			ENSG00000223701
RP11-51G5.1	84732774	84734272			ENSG00000230852
RP11-350J20.9	150225379	150227554			ENSG00000216906
RP1-90L14.1	85130746	85265870			ENSG00000231776
ZDHHC14	157802165	158099178			ENSG00000175048
RP11-244K5.6	150255663	150257918			ENSG00000216621
SMARCE1P2	85139302	85140520			ENSG00000226309
RP11-244K5.7	150272969	150273375			ENSG00000215094
RP11-472G23.3	150298607	150300241			ENSG00000219298
RP11-132M7.2	85399010	85399147			ENSG00000219604
RP11-132M7.3	85399143	85419252			ENSG00000228290
BTF3P10	150299052	150299552			ENSG00000231120
RP11-444E17.6	44240931	44346694			ENSG00000272442
RP3-435K13.1	85676115	85676343			ENSG00000216523
RAET1K	150319155	150326293			ENSG00000218358
RP3-455E7.1	85865385	85877467			ENSG00000220291
RP1-161C16.1	85967046	85967412			ENSG00000216902
MTRF1L	153308497	153323820			ENSG00000112031
RP11-30P6.1	85995794	86000567			ENSG00000217060
RAET1M	150353905	150354702			ENSG00000216444
TCTE1	44246480	44265458			ENSG00000146221
SASH1	148593440	148873186			ENSG00000111961
RP11-472G23.10	150361683	150363169			ENSG00000235972
PHBP1	150363682	150364489			ENSG00000213091
HCG18	30255174	30294927			ENSG00000231074
snoU13	150485720	150485822			ENSG00000238594
RNU4-7P	150647759	150647899			ENSG00000201628
KRT18P64	85997507	85998725			ENSG00000213211
SSR1P1	150705443	150706256			ENSG00000220598
RP11-30P6.6	86096937	86099904			ENSG00000234155
RP11-291C6.1	150825947	150831436			ENSG00000219622
DUTP5	86136375	86136843			ENSG00000216439
RP11-136K14.1	150921970	150926986			ENSG00000232891
RP11-136K14.2	150945813	150947222			ENSG00000224029
RP11-136K14.3	150971908	150973161			ENSG00000226599
PDCL3P5	151148799	151149520			ENSG00000213089
TPT1P6	86137171	86137684			ENSG00000214460
RP1-99E18.2	151256104	151256702			ENSG00000218996
RNU6-302P	151260358	151260464			ENSG00000202119
AL133260.1	151361052	151361107			ENSG00000221469
RP1-292B18.3	151376033	151377193			ENSG00000232290
RP1-3J17.3	86340080	86340995			ENSG00000236016
RP1-292B18.4	151409239	151549582			ENSG00000223598
PKMP3	86369610	86370324			ENSG00000220563
RP1-292B18.1	151420665	151421069			ENSG00000219747
RP1-297M16.2	151517816	151518773			ENSG00000231883
RNU6-300P	151522476	151522579			ENSG00000238616
RP11-613F7.1	151546685	151547082			ENSG00000213087
RNU6-1247P	151601650	151601747			ENSG00000252431
RNY4P20	151619976	151620068			ENSG00000252487
RN7SKP268	151640770	151641085			ENSG00000223039
snoU13	151668162	151668247			ENSG00000238939
Y_RNA	151699135	151699234			ENSG00000252615
SNHG5	86370710	86388451			ENSG00000203875
HSPA8P15	151732394	151735080			ENSG00000219395
RNU6-813P	151936908	151937014			ENSG00000207422
RP3-443C4.2	152134411	152135314			ENSG00000233823
SYNE1-AS1	152701681	152702699			ENSG00000234577
SNRNP48	7590432	7612200			ENSG00000168566
RP3-398G3.5	152723533	152726101			ENSG00000226193
RNA5SP223	152731410	152731529			ENSG00000202044
RP11-133I21.2	152867068	152868109			ENSG00000233464
HSPD1P16	153026870	153027263			ENSG00000218792
RP1-200K18.1	153115631	153153048			ENSG00000224893
AL133269.1	153177801	153177879			ENSG00000266595
TUBB4BP7	153219182	153220415			ENSG00000217372
RP1-101K10.4	153280494	153280740			ENSG00000220745
RP1-101K10.6	153304885	153310358			ENSG00000227627
AL080276.1	153373597	153373679			ENSG00000212101
RNA5SP224	153480355	153480480			ENSG00000201939
RP11-475C16.1	153603422	153603868			ENSG00000218426
HLA-N	30319193	30319327			ENSG00000224372
RP11-475C16.2	153625730	153630117			ENSG00000237312
HCG19P	30327055	30327688			ENSG00000224486
AL358134.1	153665248	153665350			ENSG00000264321
UBQLN1P1	30330889	30332057			ENSG00000236405
AL358134.2	153740156	153740225			ENSG00000264858
RNA5SP225	153741573	153741707			ENSG00000222806
CCDC28A	139094657	139114456			ENSG00000024862
RP11-331O9.1	153986842	153987525			ENSG00000217160
MICC	30382492	30387096			ENSG00000226577
RP11-331O9.2	153987601	153987801			ENSG00000242246
RP11-331O9.3	153987762	153988453			ENSG00000218776
RP11-331O9.4	153988453	153989241			ENSG00000217044
RP11-331O9.5	153989312	153989497			ENSG00000220733
TMPOP1	30434229	30435771			ENSG00000229068
RP11-331O9.6	153989724	153989993			ENSG00000220514
MTND4P13	153990014	153991036			ENSG00000216713
AL031320.1	143759575	143764295			ENSG00000268402
SUCLA2P1	30436659	30438028			ENSG00000224936
MOCS1	39867354	39902290	 MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA	252150	ENSG00000124615
RNU6-896P	154002582	154002688			ENSG00000199246
HMGB3P19	154259568	154260127			ENSG00000217085
RANP1	30453717	30454367			ENSG00000236603
RP11-317B3.2	154538065	154538623			ENSG00000237593
RP11-33E24.3	86441089	86441729			ENSG00000217334
XXbac-BPG249D20.9	30484043	30486994			ENSG00000235781
MIR877	30552109	30552194			ENSG00000216101
RP11-486M3.2	154870651	154871376			ENSG00000220181
AL662800.1	30584006	30584082			ENSG00000222894
SMIM11P1	86445462	86445639			ENSG00000198738
RPS4XP8	154897443	154898213			ENSG00000219146
PTMAP1	30601409	30601675			ENSG00000228415
RP11-134L4.2	154926750	154927088			ENSG00000231316
AL662800.2	30616443	30616536			ENSG00000266183
RPL7P4	30664583	30665312			ENSG00000230449
RP11-15G8.1	155027777	155028929			ENSG00000205625
RNU4-72P	86461299	86461471			ENSG00000222686
MDC1-AS1	30670844	30680961			ENSG00000224328
Y_RNA	86487357	86487473			ENSG00000200427
XXbac-BPG252P9.9	30690882	30691654			ENSG00000272540
RP11-207F8.1	86578671	86579182			ENSG00000218766
Y_RNA	30704081	30704191			ENSG00000201988
PEX3	143771944	143811147	 PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER); PBD10A	614882	ENSG00000034693
XXbac-BPG252P9.10	30710706	30711369			ENSG00000272273
RN7SL353P	30718815	30719062			ENSG00000263608
HCG20	30734602	30760027			ENSG00000228022
RNU6-824P	155146310	155146413			ENSG00000200594
RP3-472M2.2	155166208	155166754			ENSG00000218757
MIR1273C	155174494	155174570			ENSG00000264814
AL121952.1	155202416	155202504			ENSG00000223286
LINC00243	30766431	30798436			ENSG00000214894
U8	155226215	155226291			ENSG00000238963
RNU4-12P	86702739	86702877			ENSG00000202103
RP11-477D19.2	155574273	155577858			ENSG00000235381
RPL7P27	86796133	86796852			ENSG00000220069
XXbac-BPG27H4.8	30807303	30815936			ENSG00000237923
RP1-263J7.2	86880165	86880736			ENSG00000217272
RP1-257I9.2	155701645	155702317			ENSG00000232529
RN7SKP186	30832027	30832329			ENSG00000202241
NDUFA5P9	86923955	86924297			ENSG00000220831
RNU7-152P	155976097	155976160			ENSG00000238789
DDR1-AS1	30834759	30843695			ENSG00000237775
MIR1202	156267931	156268013			ENSG00000221456
MIR4640	30858660	30858749			ENSG00000264594
SNORD28	156699884	156699958			ENSG00000212295
RN7SL175P	30874655	30874913			ENSG00000264731
Y_RNA	30900395	30900486			ENSG00000252761
RP11-518I13.1	156814360	156820905			ENSG00000227360
RP11-15J23.1	87141962	87142387			ENSG00000219500
HCG21	30913756	30922639			ENSG00000233529
RN7SL643P	87145570	87145854			ENSG00000243124
AL391417.1	87183205	87183313			ENSG00000221101
ECT2L	139117063	139225207			ENSG00000203734
RP1-253B10.1	87439426	87439826			ENSG00000218561
RP1-253B10.2	87478240	87478650			ENSG00000219190
RP11-230C9.1	156983184	156983571			ENSG00000220347
HCG22	31021227	31027667			ENSG00000228789
RP11-76H14.2	87606836	87607139			ENSG00000217769
RP11-76H14.5	87607265	87607401			ENSG00000220240
RP11-230C9.4	157095351	157095796			ENSG00000271265
RPL7P29	87680184	87680911			ENSG00000214457
MTHFD2P2	87709763	87710009			ENSG00000217169
RP11-230C9.2	157097494	157098211			ENSG00000271551
RP11-156F23.2	87779874	87780179			ENSG00000217776
MIR4466	157100812	157100865			ENSG00000271899
RNU6-1133P	31050787	31050886			ENSG00000222895
RP11-230C9.3	157101461	157101589			ENSG00000270487
POLR2LP	31108504	31108690			ENSG00000238211
RN7SKP209	87792951	87793254			ENSG00000252697
RP11-2J18.1	157297428	157298206			ENSG00000218596
RCN1P1	87831411	87832406			ENSG00000215477
PSORS1C3	31141512	31145676			ENSG00000204528
RP11-393I2.4	87860877	87865003			ENSG00000272008
RP1-137K2.2	157428861	157440840			ENSG00000233044
XXbac-BPG299F13.17	31162977	31165814			ENSG00000272501
snoU13	157712343	157712431			ENSG00000252609
XXbac-BPG299F13.14	31167942	31169695			ENSG00000271821
LDHAL6FP	157720077	157721158			ENSG00000217783
XXbac-BPG299F13.15	31190690	31190870			ENSG00000255726
RP11-393I2.2	87883086	87884021			ENSG00000218313
XXbac-BPG299F13.16	31192119	31192835			ENSG00000255899
RP5-933K21.3	157744996	157745509			ENSG00000271040
USP8P1	31243349	31246531			ENSG00000214892
BTN3A3	26440700	26453643			ENSG00000111801
RP5-933K21.2	157787022	157787955			ENSG00000213078
HSPD1P10	88008490	88010165			ENSG00000216990
RPL3P2	31248094	31249296			ENSG00000227939
AARS2	44267391	44281063	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8	614096	ENSG00000124608
RP3-395C13.1	157793588	157794203			ENSG00000218631
MIR3692	157950164	157950232			ENSG00000266617
WASF5P	31255287	31256741			ENSG00000231402
RP11-193H22.2	157998119	158003309			ENSG00000219448
RP11-52J3.3	158250175	158251605			ENSG00000234361
XXbac-BPG248L24.13	31261685	31269419			ENSG00000256166
XXbac-BPG248L24.10	31275592	31276326			ENSG00000229836
RP11-52J3.2	158293603	158296242			ENSG00000229502
XXbac-BPG248L24.12	31324424	31325414			ENSG00000271581
DHFRP2	31334129	31334675			ENSG00000228432
RP3-403L10.3	158306146	158313818			ENSG00000236324
SNX9	158244296	158366109			ENSG00000130340
RNU6-283P	31337911	31338017			ENSG00000201658
AL671883.1	31342095	31342180			ENSG00000265294
HSPE1P26	158345434	158345708			ENSG00000220867
FGFR3P1	31345196	31345796			ENSG00000230994
RNU6-786P	158355200	158355289			ENSG00000252658
ABCC10	43395104	43418168			ENSG00000124574
SYNJ2-IT1	158422139	158423415			ENSG00000233496
ZDHHC20P2	31348188	31348616			ENSG00000223702
AL590703.1	158596016	158596102			ENSG00000265803
HLA-S	31349851	31350065			ENSG00000225851
SRP72P2	158658368	158663829			ENSG00000188451
XXbac-BPG181B23.7	31362066	31363272			ENSG00000272221
HCP5	31368479	31445283			ENSG00000206337
RP11-732M18.3	158703295	158733390			ENSG00000236537
RP11-732M18.2	158818917	158819593			ENSG00000238019
RN7SL173P	158858829	158859118			ENSG00000243373
CACYBPP3	158936637	158937261			ENSG00000219188
TATDN2P2	159030738	159042668			ENSG00000218226
AMZ2P2	159146779	159147835			ENSG00000219249
MIR3918	159185693	159185785			ENSG00000265558
EZR-AS1	159239043	159241625			ENSG00000233893
RP3-382I10.2	88135513	88135806			ENSG00000216324
RGS17	153325594	153452384			ENSG00000091844
RP3-382I10.3	88150883	88151864			ENSG00000218793
OSTCP1	159262149	159278664			ENSG00000243775
MTHFD1L	151186685	151423023			ENSG00000120254
ST13P16	88154113	88154893			ENSG00000218698
Y_RNA	31369929	31370027			ENSG00000199332
LINC01149	31409444	31414750			ENSG00000230174
RNU6-444P	88198163	88198270			ENSG00000206715
yR211F11.2	159342303	159343182			ENSG00000213076
snoU13	88430633	88430736			ENSG00000238628
XXbac-BPG181B23.6	31430505	31431113			ENSG00000233902
Y_RNA	88535891	88536003			ENSG00000207131
Y_RNA	31464466	31464567			ENSG00000201680
RN7SL183P	88555368	88555663			ENSG00000240997
AL138919.1	88557263	88557350			ENSG00000211983
XXbac-BPG16N22.5	31483756	31483988			ENSG00000256851
RNU6-293P	159347498	159347603			ENSG00000223191
RP11-453D21.1	88601142	88601587			ENSG00000271114
RP1-111C20.4	159409210	159485957			ENSG00000271913
RP4-570O12.2	88974877	88975230			ENSG00000220131
PPIAP9	31487257	31488068			ENSG00000219797
ACTBP8	88985601	88986708			ENSG00000220267
RP11-459O1.2	89008669	89130752			ENSG00000234426
RPL15P4	31495891	31496470			ENSG00000225499
RP1-111C20.3	159485760	159486305			ENSG00000226032
SNORA73	89423961	89424149			ENSG00000222145
RP1-72A23.3	89711267	89711533			ENSG00000220130
RP11-13P5.1	159528823	159537085			ENSG00000224478
RP1-72A23.1	89769347	89769828			ENSG00000220960
SNORD117	31504151	31504226			ENSG00000201785
SNORD84	31508878	31508955			ENSG00000265236
RP11-13P5.2	159586941	159591039			ENSG00000233682
DDX39B-AS1	31510081	31510915			ENSG00000234006
RNU2-61P	89773219	89773409			ENSG00000223001
RP11-63L7.5	89789883	89790386			ENSG00000271931
RN7SL336P	89800665	89800959			ENSG00000264017
UQCRHP1	31578860	31579133			ENSG00000230622
FNDC1-IT1	159661818	159664361			ENSG00000235086
TUBB3P1	90011502	90012833			ENSG00000220418
RAB44	36683256	36699870			ENSG00000255587
RP11-125D12.1	159774954	159775705			ENSG00000231178
SNORA38	31590856	31590987			ENSG00000200816
RP11-125D12.2	159804563	159817475			ENSG00000234777
NACAP7	90131818	90132767			ENSG00000218965
C6orf47-AS1	31626106	31628498			ENSG00000227198
Y_RNA	31631065	31631178			ENSG00000201207
RP3-393E18.1	159947094	159947559			ENSG00000216480
MIR4646	31668806	31668868			ENSG00000266776
RN7SL11P	90187860	90188150			ENSG00000239316
RNU6-850P	31724728	31724830			ENSG00000252743
SAPCD1-AS1	31732087	31733365			ENSG00000235663
RP11-16C18.3	90270594	90276763			ENSG00000237027
RP3-393E18.2	160007987	160010201			ENSG00000237927
Y_RNA	31746594	31746682			ENSG00000201555
SNORD48	31803040	31803103			ENSG00000201823
HNRNPH1P1	160133833	160135017			ENSG00000220305
SNORD52	31804853	31804919			ENSG00000201754
RP1-122O8.7	90383188	90385502			ENSG00000228124
CPNE5	36708552	36807778			ENSG00000124772
EHMT2-AS1	31851538	31851831			ENSG00000237080
MIR1236	31924616	31924717			ENSG00000221267
AL590867.1	153552455	153668623			ENSG00000213121
DNAJC19P6	90507317	90507596			ENSG00000220871
C4A-AS1	31967753	31971298			ENSG00000233627
RNU4ATAC18P	160141447	160141572			ENSG00000251988
RP11-63K6.1	90524428	90525182			ENSG00000217653
SNORA20	160201282	160201413			ENSG00000207392
snoU13	90533014	90533115			ENSG00000238747
SNORA29	160206626	160206765			ENSG00000206910
CYP21A1P	31973413	31976228			ENSG00000204338
RP1-249F5.3	160320218	160323542			ENSG00000236823
UST	149068464	149398126			ENSG00000111962
AIRN	160424323	160428696			ENSG00000268257
RP11-288H12.3	160514114	160517244			ENSG00000213073
RP11-288H12.4	160529406	160532536			ENSG00000270949
TNXA	31976391	31980249			ENSG00000248290
CASP8AP2	90539613	90584155			ENSG00000118412
RP11-317M22.1	160584571	160584787			ENSG00000216516
RP1-276N6.2	160693649	160697162			ENSG00000230234
AL591069.1	160824666	160825898			ENSG00000256731
MAP7	136663875	136871957			ENSG00000135525
STK19P	31981047	31981564			ENSG00000250535
C4B-AS1	32000490	32004035			ENSG00000229776
RNA5SP206	32046285	32046405			ENSG00000252512
XXbac-BPG300A18.13	32152516	32153659			ENSG00000273333
XXbac-BPG154L12.4	32223488	32233615			ENSG00000225914
LPAL2	160874460	160932156			ENSG00000213071
HNRNPA1P2	32292996	32293955			ENSG00000237285
RNU6-603P	32320654	32320760			ENSG00000223335
HCG23	32358287	32361463			ENSG00000228962
HLA-DRB9	32427598	32441277			ENSG00000196301
RNU1-61P	32517717	32517867			ENSG00000251916
HLA-DRB6	32520490	32527799			ENSG00000229391
GFOD1	13358062	13487894			ENSG00000145990
OPRM1	154331631	154568001			ENSG00000112038
HLA-DQB1-AS1	32627657	32628506			ENSG00000223534
XXbac-BPG254F23.6	32627663	32630227			ENSG00000241287
MTCO3P1	32673901	32674732			ENSG00000235040
XXbac-BPG254F23.7	32685782	32686612			ENSG00000232080
Y_RNA	90551048	90551143			ENSG00000199630
RP11-63K6.4	90586263	90586597			ENSG00000218300
HLA-DQB3	32698535	32699472			ENSG00000226030
MIR3135B	32717689	32717756			ENSG00000263649
RP11-63K6.5	90595875	90597567			ENSG00000219240
TAPSAR1	32811863	32814272			ENSG00000204261
Y_RNA	90608002	90608111			ENSG00000252891
RP11-63K6.7	90629915	90631479			ENSG00000232532
RP3-512E2.2	90659835	90662905			ENSG00000226455
RN7SKP110	90710941	90711225			ENSG00000222078
RP3-453I5.2	90826419	90826824			ENSG00000218730
MIR4464	91022461	91022552			ENSG00000266760
RP1-45N11.1	91054938	91072351			ENSG00000260271
AL391559.1	91156491	91156565			ENSG00000252676
RP1-177I10.1	92100031	92102718			ENSG00000224605
PPP1R2P1	32846948	32847625			ENSG00000234515
MIR4643	92231378	92231455			ENSG00000263734
CASC6	92339633	92400146			ENSG00000224944
RP3-433F14.4	92436528	92436788			ENSG00000262095
HLA-Z	32864193	32864267			ENSG00000235301
RP3-433F14.2	92436877	92437042			ENSG00000219087
AL645941.1	32904693	32904787			ENSG00000212066
BRD2-IT1	32938009	32938663			ENSG00000223837
XXbac-BPG181M17.6	32939842	32940630			ENSG00000263756
RP3-433F14.1	92437000	92437223			ENSG00000220340
RPL32P1	33047228	33047637			ENSG00000224796
HLA-DPA2	33059530	33065072			ENSG00000231461
BMP6	7727030	7881655			ENSG00000153162
COL11A2P1	33071571	33075107			ENSG00000228688
HLA-DPB2	33080228	33102442			ENSG00000224557
REPS1	139224630	139309398			ENSG00000135597
HLA-DPA3	33098993	33111102			ENSG00000237398
HCG24	33112560	33115544			ENSG00000230313
TAB2	149539777	149732749	 CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2	614980	ENSG00000055208
RNY4P10	33167378	33167472			ENSG00000202441
MIR219-1	33175612	33175721			ENSG00000199036
ZNF70P1	33183482	33184105			ENSG00000225463
