Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
RP3-416J7.1	167607	170631			ENSG00000218577
CASP8AP2	89829894	89874436			ENSG00000118412
RP3-416J7.5	203313	206392			ENSG00000205653
PPP2R5D	42984499	43012342			ENSG00000112640
RP3-416J7.4	181466	205484			ENSG00000263667
BVES-AS1	105136308	105169945			ENSG00000203808
PTK7	43076268	43161719			ENSG00000112655
SOD1P1	53196720	53197159			ENSG00000219074
RP11-524K14.1	93886900	93889410			ENSG00000229600
RP3-463P15.1	94163920	94194658			ENSG00000231143
SHPRH	145864245	145964423			ENSG00000146414
CNN3P1	6534697	6535631			ENSG00000218868
LY86	6588108	6654983			ENSG00000112799
RP1-209B5.2	131184325	131185486			ENSG00000218857
XXbac-BPG308K3.6	28859625	28864630			ENSG00000225595
RPL13P	28861416	28862047			ENSG00000213916
NUDT3	34279679	34392674			ENSG00000272325
RP3-406A7.1	136317961	136318236			ENSG00000216519
JARID2	15246296	15522040			ENSG00000008083
RP11-162J8.2	148955628	148964684			ENSG00000227660
UST	148747328	149076990			ENSG00000111962
HMGN4	26538405	26546254			ENSG00000182952
GJA1	121435692	121449727	ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3	600309	ENSG00000152661
GJA1	121435692	121449727	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE;;ODDD, AUTOSOMAL RECESSIVE;;OCULODENTOOSSEOUS DYSPLASIA, AUTOSOMAL RECESSIVE;;ODOD, AUTOSOMAL RECESSIVE	257850	ENSG00000152661
GJA1	121435692	121449727	HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1;;HLHS	241550	ENSG00000152661
GJA1	121435692	121449727	HALLERMANN-STREIFF SYNDROME; HSS;;FRANCOIS DYSCEPHALIC SYNDROME	234100	ENSG00000152661
GJA1	121435692	121449727	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR	218400	ENSG00000152661
GJA1	121435692	121449727	SYNDACTYLY, TYPE III;;SDTY3;;RING AND LITTLE FINGER SYNDACTYLY;;SYNDACTYLY OF FINGERS IV AND V	186100	ENSG00000152661
GJA1	121435692	121449727	OCULODENTODIGITAL DYSPLASIA; ODDD;;ODD SYNDROME;;OCULODENTOOSSEOUS DYSPLASIA; ODOD	164200	ENSG00000152661
RPS10-NUDT3	34288770	34426048			ENSG00000270800
JARID2-AS1	15247815	15248634			ENSG00000235488
ABT1	26596952	26600744			ENSG00000146109
RP11-553A21.3	73693903	73696131			ENSG00000231652
RP11-162J8.3	149027700	149032573			ENSG00000236591
RP11-513I15.6	34248568	34286768			ENSG00000225339
LY86-AS1	6346465	6622771			ENSG00000216863
RP11-457M11.7	26602733	26606661			ENSG00000275846
RP3-399J4.2	94344737	94344962			ENSG00000220370
KIAA1586	57046532	57055239			ENSG00000168116
RPS10	34417454	34426125	DIAMOND-BLACKFAN ANEMIA 9; DBA9	613308	ENSG00000124614
TFAP2A-AS1	10409340	10416446			ENSG00000229950
SLC26A8	35943514	36024868	SPERMATOGENIC FAILURE 3; SPGF3	606766	ENSG00000112053
TRIM31	30102897	30113106			ENSG00000204616
RP11-351A11.1	118934785	119031541			ENSG00000253194
RP1-57E3.1	48952070	48952781			ENSG00000271162
RP4-724P12.1	49077712	49078051			ENSG00000218337
OR2H1	29457181	29464328			ENSG00000204688
TFAP2A	10393186	10419659	BRANCHIOOCULOFACIAL SYNDROME; BOFS;;BOF SYNDROME;;BRANCHIAL CLEFTS WITH CHARACTERISTIC FACIES, GROWTH RETARDATION, IMPERFORATENASOLACRIMAL DUCT, AND PREMATURE AGING;;HEMANGIOMATOUS BRANCHIAL CLEFTS-LIP PSEUDOCLEFT SYNDROME;;LIP PSEUDOCLEFT-HEMANGIOM /.../BRANCHIAL CYST SYNDROME	113620	ENSG00000137203
RP4-724P12.2	49115537	49116115			ENSG00000274867
RP1-142O9.2	49273600	49273794			ENSG00000217631
SNAPC5P1	6347081	6347381			ENSG00000241216
OOEP	73368555	73395133			ENSG00000203907
OOEP-AS1	73369704	73387717			ENSG00000231332
MB21D1	73413515	73452276			ENSG00000164430
RP11-459O1.2	88298950	88421033			ENSG00000234426
RPL39P3	73373108	73373263			ENSG00000235174
DDX43	73394748	73417569			ENSG00000080007
ASF1A	118894220	118909167			ENSG00000111875
PLAGL1	143940300	144064599			ENSG00000118495
NOL7	13615327	13632739			ENSG00000225921
RNF144B	18387350	18468874			ENSG00000137393
MCM9	118813442	118935162	OVARIAN DYSGENESIS 4; ODG4	616185	ENSG00000111877
RANBP9	13621498	13711564			ENSG00000010017
EEF1A1P42	49358185	49360420			ENSG00000277043
GUCA1B	42184401	42194916	RETINITIS PIGMENTOSA 48; RP48	613827	ENSG00000112599
RP3-406P24.3	4018843	4021215			ENSG00000230648
RP3-406P24.4	4018713	4019202			ENSG00000272248
NELFE	31952087	31959110			ENSG00000204356
NDUFA5P9	86214237	86214576			ENSG00000220831
RP11-15J23.1	86432244	86432669			ENSG00000219500
RP1-253B10.1	86729708	86730108			ENSG00000218561
RP1-253B10.2	86768522	86768932			ENSG00000219190
RP1-151F17.2	16764346	16766883			ENSG00000272341
SLC17A2	25912754	25930726			ENSG00000112337
STMND1	17102258	17131372			ENSG00000230873
ZNF90P2	28888832	28889906			ENSG00000233366
RP3-334F4.1	54624605	54625488			ENSG00000220773
RP3-407E4.2	63392222	63392606			ENSG00000218617
OGFRL1	71288803	71308950			ENSG00000119900
DDX39B-AS1	31542304	31543138			ENSG00000234006
NEU1	31857659	31862906	NEURAMINIDASE DEFICIENCY;;SIALIDOSIS, TYPE II;;MUCOLIPIDOSIS I;;ML I;;LIPOMUCOPOLYSACCHARIDOSIS;;SIALIDASE DEFICIENCY;;GLYCOPROTEIN NEURAMINIDASE DEFICIENCY;;NEUG DEFICIENCY;;NEURAMINIDASE 1 DEFICIENCY;;NEU DEFICIENCY;;NEU1 DEFICIENCYSIALIDOSIS, TYP /.../NCLUDED;;CHERRY RED SPOT--MYOCLONUS SYNDROME, INCLUDED;;MYOCLONUS--CHERRY RED SPOT SYNDROME, INCLUDED	256550	ENSG00000204386
RP3-407E4.3	63395007	63397106			ENSG00000218274
RP11-505P4.5	73526744	73526879			ENSG00000223967
RP3-407E4.4	63440766	63443580			ENSG00000218048
EEF1B2P5	63480134	63481876			ENSG00000225121
ATP6V1G2-DDX39B	31530219	31546608			ENSG00000254870
LINC00680	57946074	57961501			ENSG00000215190
ANKRD18EP	39110321	39112952			ENSG00000217165
ECI2	4115689	4135597			ENSG00000198721
OFCC1	9596110	10211608			ENSG00000181355
BTF3P10	149977922	149978416			ENSG00000231120
HCG14	28896530	28897322			ENSG00000224157
RP11-472G23.3	149977471	149979105			ENSG00000219298
RAET1K	149998019	150005157			ENSG00000218358
NRN1	5997999	6007605			ENSG00000124785
SAYSD1	39104064	39115189			ENSG00000112167
MCCD1	31528717	31530232			ENSG00000204511
DEK	18223868	18264823			ENSG00000124795
CYCSP55	34219439	34220066			ENSG00000214810
DPRXP2	35989515	35990436			ENSG00000271304
RP1-172I22.1	121478273	121479908			ENSG00000219784
TEAD3	35473597	35497076			ENSG00000007866
RP3-486D24.1	10118452	10119253			ENSG00000216368
NCR2	41335655	41350887			ENSG00000096264
TRIM31-AS1	30105240	30114724			ENSG00000231226
EEF1A1	73515750	73523797			ENSG00000156508
VARS2	30908242	30926459	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20; COXPD20	615917	ENSG00000137411
DDAH2	31727038	31730617			ENSG00000213722
MICE	29741731	29748969			ENSG00000273340
XXbac-BPG299F13.14	31200165	31201918			ENSG00000271821
XXbac-BPG299F13.17	31195200	31198037			ENSG00000272501
HCG27	31197760	31203968			ENSG00000206344
RAET1L	150018334	150025532			ENSG00000155918
ZKSCAN4	28244623	28252224			ENSG00000187626
RP3-433F14.4	91726810	91727070			ENSG00000262095
HINT3	125956781	125980244			ENSG00000111911
C6orf1	34246380	34249470			ENSG00000186577
OR2B4P	29290711	29291653			ENSG00000197171
RPL23AP1	29726669	29727139			ENSG00000239257
HCG4P11	29722981	29723971			ENSG00000225864
RNF39	30070266	30075887			ENSG00000204618
RP3-433F14.2	91727159	91727324			ENSG00000219087
RP3-433F14.1	91727282	91727505			ENSG00000220340
PPP1R11	30066709	30070333			ENSG00000204619
HLA-F	29722775	29738528			ENSG00000204642
CBX3P9	116453014	116453565			ENSG00000217241
KRT18P22	116457323	116458669			ENSG00000218153
FIG4	109691312	109825428	POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL; BTOP	612691	ENSG00000112367
FIG4	109691312	109825428	AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11	612577	ENSG00000112367
FIG4	109691312	109825428	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J;;CHARCOT-MARIE-TOOTH DISEASE, AUTOSOMAL RECESSIVE, TYPE 4J	611228	ENSG00000112367
FIG4	109691312	109825428	YUNIS-VARON SYNDROME; YVS;;CLEIDOCRANIAL DYSPLASIA WITH MICROGNATHIA, ABSENT THUMBS, AND DISTALAPHALANGIA	216340	ENSG00000112367
RP3-331H24.5	71295173	71417436			ENSG00000269966
RP4-761I2.5	11154929	11155150			ENSG00000271245
FAM26F	116461370	116463779			ENSG00000188820
RP1-93H18.6	116460739	116463692			ENSG00000244158
RP1-278E11.3	39958414	39958833			ENSG00000180211
RP11-302L19.3	170178681	170179660			ENSG00000273100
RP11-160A9.3	70693839	70694619			ENSG00000262803
B3GAT2	70856679	70957038			ENSG00000112309
NFKBIE	44258166	44265788			ENSG00000146232
XXbac-BPG181B23.6	31462728	31463336			ENSG00000233902
RP3-509I19.6	138878899	138879407			ENSG00000220600
RP11-632C17__A.1	117998975	117999448			ENSG00000230202
MICA	31399784	31415315	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TOPSORIATIC ARTHRITIS, SUSCEPTIBILITY TO, 1; PSORAS1	607507	ENSG00000204520
MICA	31399784	31415315	PSORIASIS 1, SUSCEPTIBILITY TO; PSORS1	177900	ENSG00000204520
C6orf52	10671418	10694797			ENSG00000137434
PRSS16	27247701	27256624			ENSG00000112812
RARS2	87514378	87590003	PONTOCEREBELLAR HYPOPLASIA, TYPE 6; PCH6;;ENCEPHALOPATHY, FATAL INFANTILE, WITH MITOCHONDRIAL RESPIRATORY CHAINDEFECTS	611523	ENSG00000146282
RP11-160A9.2	70734503	70734962			ENSG00000217767
ECT2L	138795926	138904070			ENSG00000203734
HFE	26087281	26098343	TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 2; TFQTL2	614193	ENSG00000010704
HFE	26087281	26098343	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 7; MVCD7;;PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;;NONPROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;;NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO	612635	ENSG00000010704
HFE	26087281	26098343	HEMOCHROMATOSIS, TYPE 1; HFE1;;HEMOCHROMATOSIS; HFE;;HEMOCHROMATOSIS, HEREDITARY; HH	235200	ENSG00000010704
HFE	26087281	26098343	PORPHYRIA VARIEGATA;;VARIEGATE PORPHYRIA; VP;;PORPHYRIA, SOUTH AFRICAN TYPE;;PROTOPORPHYRINOGEN OXIDASE DEFICIENCY;;PPOX DEFICIENCYVARIEGATE PORPHYRIA, HOMOZYGOUS VARIANT	176200	ENSG00000010704
EDN1	12290363	12297194	AURICULOCONDYLAR SYNDROME 3; ARCND3	615706	ENSG00000078401
EDN1	12290363	12297194	QUESTION MARK EARS, ISOLATED; QME;;EARS, PROMINENT AND CONSTRICTED;;COSMAN DEFORMITY OF THE AURICLE;;AURICULAR CLEFT, CONGENITAL	612798	ENSG00000078401
TRIM40	30136108	30148735			ENSG00000204614
SMAP1	70667776	70862015			ENSG00000112305
SYNE1	152121684	152637801	EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4;;EMERY-DREIFUSS MUSCULAR DYSTROPHY 4 WITH VARIABLE FEATURES	612998	ENSG00000131018
SYNE1	152121684	152637801	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8;;ATAXIA, RECESSIVE, OF BEAUCE;;CEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, TYPE 1; ARCA1	610743	ENSG00000131018
RP11-394G3.2	135807148	135808466			ENSG00000236378
RP11-459F1.2	166099665	166113273			ENSG00000231297
RP13-235E23.1	41308166	41308565			ENSG00000213461
MAPK13	36127809	36144524			ENSG00000156711
KLHDC3	43014103	43021298			ENSG00000124702
MLN	33794673	33804011			ENSG00000096395
RP1-105O18.1	112476538	112481636			ENSG00000232299
PAK1IP1	10694695	10709782			ENSG00000111845
LINC01149	31441667	31446973			ENSG00000230174
HCP5	31400702	31477506			ENSG00000206337
HCG9P5	29748289	29748513			ENSG00000227758
HLA-F-AS1	29726601	29749049			ENSG00000214922
IRF4	391739	411447	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 8; SHEP8;;SKIN/HAIR/EYE PIGMENTATION 8, BROWN HAIR;;SKIN/HAIR/EYE PIGMENTATION 8, FAIR SKIN;;SKIN/HAIR/EYE PIGMENTATION 8, BLUE/LIGHT EYE COLOR;;SKIN/HAIR/EYE PIGMENTATION 8, FRECKLING/SUNBURN	611724	ENSG00000137265
IRF4	391739	411447	MYELOMA, MULTIPLEAMYLOIDOSIS, SYSTEMIC, INCLUDED; AL, INCLUDED;;AL AMYLOIDOSIS, INCLUDED	254500	ENSG00000137265
E2F3-IT1	20437821	20440178			ENSG00000224707
MTCH1	36968141	36986298			ENSG00000137409
E2F3	20401906	20493715			ENSG00000112242
RP3-399J4.3	94397664	94398829			ENSG00000279403
RPL35P2	34263311	34263673			ENSG00000220583
ZNF391	27374615	27403904			ENSG00000124613
RP3-399J4.4	94442030	94443809			ENSG00000270484
RP3-399J4.1	94446740	94447179			ENSG00000216853
CYCSP17	95504182	95504496			ENSG00000219627
MANEA-AS1	95575183	95577450			ENSG00000261366
RP11-259P20.1	116492297	116497099			ENSG00000234117
FAM26E	116511646	116524792			ENSG00000178033
RP1-261G23.4	43705949	43706751			ENSG00000218107
RP11-73O6.3	130133410	130146179			ENSG00000227678
TRAPPC3L	116494989	116545610			ENSG00000173626
C6orf222	36315757	36336885			ENSG00000189325
RP4-676J13.2	83983728	84007323			ENSG00000228679
RP11-344J7.2	43851757	43852333			ENSG00000223469
FAM26D	116529013	116558868			ENSG00000164451
RP11-51G5.1	84023055	84024553			ENSG00000230852
RBM11P1	132764660	132765458			ENSG00000271488
RP5-899B16.1	139854850	139860151			ENSG00000231426
DSP	7541575	7586717	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTHAGENESIS; DCWHKTA	615821	ENSG00000096696
DSP	7541575	7586717	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2;;KERATODERMA, PALMOPLANTAR, STRIATE FORM II; KPPS2;;STRIATE PALMOPLANTAR KERATODERMA II; SPPK2	612908	ENSG00000096696
DSP	7541575	7586717	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA;;LETHAL ACANTHOLYTIC EPIDERMOLYSIS BULLOSA; LAEB	609638	ENSG00000096696
DSP	7541575	7586717	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS	607655	ENSG00000096696
DSP	7541575	7586717	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8;;ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 8; ARVC8	607450	ENSG00000096696
DSP	7541575	7586717	CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK;;CARVAJAL SYNDROME;;PALMOPLANTAR KERATODERMA WITH LEFT VENTRICULAR CARDIOMYOPATHY ANDWOOLLY HAIR	605676	ENSG00000096696
RP5-899B16.2	139856104	139877391			ENSG00000225148
RP3-332B22.1	140067435	140093721			ENSG00000236013
LINC01276	41502444	41519852			ENSG00000226917
FOXP4-AS1	41494853	41548621			ENSG00000234753
ACTG1P9	46204729	46207386			ENSG00000229349
RP5-1120P11.3	44073913	44077952			ENSG00000231881
RP5-1120P11.1	43995723	44074652			ENSG00000237686
BAG6	31639028	31652705			ENSG00000204463
C6orf223	44000580	44005958			ENSG00000181577
HSPA1L	31809619	31815065			ENSG00000204390
FOXP4	41546426	41602384			ENSG00000137166
MCHR2	99919910	99994247			ENSG00000152034
MCHR2-AS1	99993944	100076413			ENSG00000229315
TRIM27	28903002	28923989	THYROID CARCINOMA, PAPILLARY;;PAPILLARY CARCINOMA OF THYROID; PACT; PTC; TPC;;FAMILIAL NONMEDULLARY THYROID CANCER, PAPILLARY;;NONMEDULLARY THYROID CARCINOMA, PAPILLARY	188550	ENSG00000204713
RNGTT	88610272	88963721			ENSG00000111880
ATF6B	32098176	32128253			ENSG00000213676
NEDD9	11183298	11382348			ENSG00000111859
HLA-DPA1	33064569	33080775			ENSG00000231389
BOLA2P3	21602128	21602383			ENSG00000220771
VIM2P	126602356	126603649			ENSG00000220548
RP1-257I9.2	155380511	155381183			ENSG00000232529
RP11-753G20.2	126627484	126628570			ENSG00000275953
RPS6P8	73391038	73391767			ENSG00000224221
RP11-7K24.3	42092233	42094259			ENSG00000261068
OR14J1	29306690	29307655			ENSG00000204695
TJAP1	43477523	43506556			ENSG00000137221
DDX6P1	29329626	29331061			ENSG00000230056
TBPL1	133952170	133990432			ENSG00000028839
RIMS1	71886703	72403143	CONE-ROD DYSTROPHY 7; CORD7	603649	ENSG00000079841
SUMO2P12	12319453	12319592			ENSG00000218893
STK38	36493892	36547470			ENSG00000112079
RPL15P3	12514110	12514724			ENSG00000212802
RP11-125M16.1	12582915	12585404			ENSG00000234015
CACYBPP3	158515605	158516229			ENSG00000219188
CD24	106969831	106975627			ENSG00000272398
RPL32P1	33079451	33079860			ENSG00000224796
HLA-DPB1	33075926	33087201			ENSG00000223865
ARMC2	108848416	108974472			ENSG00000118690
RP3-425P12.2	25061625	25063507			ENSG00000230372
PRELID1P1	126643488	126644390			ENSG00000217325
PI16	36948263	36964837			ENSG00000164530
CASC15	21664772	22214505			ENSG00000272168
FYN	111660332	111873452			ENSG00000010810
PHF1	33410399	33416453			ENSG00000112511
RPP40	4994732	5004063			ENSG00000124787
HIST1H3G	26269405	26271815			ENSG00000273983
HIST1H2APS4	26272193	26272540			ENSG00000218690
TATDN2P2	158609706	158621636			ENSG00000218226
TMEM181	158536436	158635428			ENSG00000146433
RP4-551N11.1	21822536	21822737			ENSG00000280443
HIST1H2BI	26272976	26273356			ENSG00000278588
RP11-524C21.1	22213306	22214237			ENSG00000219404
RP1-90J20.10	2910613	2912113			ENSG00000232999
NPM1P38	100050372	100051236			ENSG00000219257
NBAT1	22134957	22147193			ENSG00000260455
KHDC1P1	73209083	73210080			ENSG00000251360
C6orf99	158869939	158910353			ENSG00000203711
NKAPL	28259320	28260958			ENSG00000189134
RP1-90J20.2	2916894	2917733			ENSG00000228365
RP11-732M18.2	158397885	158398561			ENSG00000238019
RP11-732M18.4	158282841	158428379			ENSG00000274023
RP11-257K9.8	73209746	73263196			ENSG00000243501
HLA-DMA	32948613	32969094			ENSG00000204257
RP11-398K22.12	73263215	73301401			ENSG00000229852
SLC22A1	160121789	160158718			ENSG00000175003
LINC01564	53628380	53631394			ENSG00000235899
KLHL31	53647901	53665708			ENSG00000124743
RP11-79N23.1	53740749	53747022			ENSG00000227885
RP13-476E20.1	53790875	53794274			ENSG00000228614
RPS4XP9	126683036	126683847			ENSG00000217404
ETF1P1	30031713	30033003			ENSG00000232757
RP3-340H11.2	144036618	144037704			ENSG00000217231
MANEA	95577543	95609457			ENSG00000172469
COX5BP2	136034553	136034886			ENSG00000213111
HLA-J	30006583	30009956			ENSG00000204622
RP11-472E5.3	136206478	136206860			ENSG00000277973
SMIM8	87322583	87399749			ENSG00000111850
RP5-991C6.2	81764211	81764503			ENSG00000219702
PDE7B	135851696	136195574			ENSG00000171408
yR211F11.2	158921271	158922150			ENSG00000213076
RP11-228O6.2	55680642	55681021			ENSG00000220725
HIST1H4PS1	27807075	27807339			ENSG00000217862
RP3-510L9.1	11173452	11259099			ENSG00000247925
HCG4B	29925983	29926973			ENSG00000227262
FKBPL	32128707	32130291			ENSG00000204315
C6orf203	107028213	107051342			ENSG00000130349
ATG5	106184476	106325820			ENSG00000057663
ZSCAN12P1	28091154	28093664			ENSG00000219891
HIST1H2BL	27807444	27807931			ENSG00000185130
LINC01526	81813286	81814157			ENSG00000224995
RP1-128O3.5	108252214	108252400			ENSG00000233511
KHDC1	73241314	73310365			ENSG00000135314
TULP4	158232236	158511828			ENSG00000130338
SNX3	108211222	108261260	MICROPHTHALMIA, SYNDROMIC 8; MCOPS8;;MICROCEPHALY, MICROPHTHALMIA, ECTRODACTYLY OF LOWER LIMBS, AND PROGNATHISM;MMEP	601349	ENSG00000112335
RP1-261G23.5	43722786	43737834			ENSG00000236961
RP1-102H19.7	87356831	87358605			ENSG00000279616
C6orf163	87344849	87365463			ENSG00000203872
AGPAT4	161129979	161274061			ENSG00000026652
HSPD1P10	87298772	87300447			ENSG00000216990
RP3-406A7.7	136335714	136336087			ENSG00000260418
RP11-379B8.1	81845185	81933480			ENSG00000226453
RP11-801I18.1	81969453	81969539			ENSG00000260574
C6orf141	49550646	49561907			ENSG00000197261
RP3-393K13.1	83728055	83736525			ENSG00000237874
RP13-143G15.4	135991936	136225751			ENSG00000237596
CSNK2B	31665880	31673546			ENSG00000263020
RP11-299J5.1	2561947	2564143			ENSG00000280423
LINC01600	2621913	2634603			ENSG00000164385
RIPPLY2	83853266	83857515			ENSG00000203877
TUBB2BP1	3177044	3179764			ENSG00000216819
BRD2-IT1	32970232	32970886			ENSG00000223837
RP1-40E16.9	3182744	3195756			ENSG00000230269
RP11-545I5.3	145799409	145886585			ENSG00000235652
RP11-298J23.5	41720396	41734032			ENSG00000231102
FOXQ1	1312473	1314187			ENSG00000164379
TRIM38	25962802	25991226			ENSG00000112343
E2F4P1	39553811	39554943			ENSG00000231276
LINC01394	1321698	1324022			ENSG00000281809
HLA-DMB	32934629	32941070			ENSG00000242574
FBXO30	145793502	145814753			ENSG00000118496
PIM1	37170203	37175426			ENSG00000137193
RP11-235G24.3	160926369	160927162			ENSG00000233342
U91328.19	25992662	26001775			ENSG00000272462
U91328.21	25983812	25999167			ENSG00000272558
XXbac-BPG181M17.6	32972065	32972853			ENSG00000263756
TFEB	41683978	41736259			ENSG00000112561
KLC4	43040777	43075099			ENSG00000137171
GCM2	10873223	10881941	HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH;;HYPOPARATHYROIDISM, AUTOSOMAL DOMINANTHYPOPARATHYROIDISM, AUTOSOMAL RECESSIVE, INCLUDED	146200	ENSG00000124827
RP11-191A15.1	25152547	25152883			ENSG00000262400
RP1-207H1.2	38928031	38928153			ENSG00000220076
RP3-425P12.4	25140003	25141403			ENSG00000219682
RP1-217P22.2	38762905	38764694			ENSG00000219273
RP4-668J24.2	1383790	1385066			ENSG00000261730
FOXF2	1389834	1395597			ENSG00000137273
SKIV2L	31959080	31969755	TRICHOHEPATOENTERIC SYNDROME 2; THES2	614602	ENSG00000204351
GJB7	87282978	87329278			ENSG00000164411
ATP5LP2	122859678	122859988			ENSG00000232362
RP1-223B1.1	3594247	3624747			ENSG00000228793
RP1-72E17.2	3693923	3694075			ENSG00000270477
C6orf3	111599875	111602295			ENSG00000255389
REV3L-IT1	111360641	111361607			ENSG00000229276
BRD7P4	111430260	111431781			ENSG00000218676
SRP72P2	158237336	158242797			ENSG00000188451
RP5-919F19.5	109487906	109506800			ENSG00000223537
KHDC1L	73223544	73225770			ENSG00000256980
RPSAP41	73290403	73291262			ENSG00000239626
EIF3EP1	73291962	73293277			ENSG00000234882
CYP2AC1P	49565924	49580166			ENSG00000216998
AK9	109492856	109691217			ENSG00000155085
RP11-157J24.1	1513698	1515289			ENSG00000218027
RBM24	17281346	17293875			ENSG00000112183
RP11-157J24.2	1528364	1528911			ENSG00000272279
FOXCUT	1605531	1606079			ENSG00000280916
PTMAP1	30633632	30633956			ENSG00000228415
CMAHP	25081068	25166555			ENSG00000168405
RP11-453D21.1	87891424	87891869			ENSG00000271114
RP1-207H1.3	38923029	38953099			ENSG00000231150
RP1-128O3.4	108275642	108276546			ENSG00000230248
CLVS2	122995971	123072927			ENSG00000146352
MAK	10762723	10838555	RETINITIS PIGMENTOSA 62; RP62	614181	ENSG00000111837
RP1-200K18.1	152794496	152831913			ENSG00000224893
XXbac-BPG13B8.11	29450210	29450558			ENSG00000277881
OR5V1	29355230	29431967			ENSG00000243729
RP11-505P4.7	73523618	73570596			ENSG00000229862
SPACA1	88047789	88066832			ENSG00000118434
OR11A1	29425504	29457071			ENSG00000204694
TUBB4BP7	152898047	152899280			ENSG00000217372
RP1-55C23.7	132752675	132753951			ENSG00000234484
OR12D3	29373423	29375291			ENSG00000112462
POLR2LP	31140727	31140913			ENSG00000238211
OR12D1	29417280	29418226			ENSG00000251608
VNN2	132743870	132763459			ENSG00000112303
HIST1H2AI	27808199	27808701			ENSG00000196747
OR12D2	29396555	29397671			ENSG00000280236
OR10C1	29439306	29440977			ENSG00000206474
U91328.22	26013241	26013757			ENSG00000272810
AGPAT4-IT1	161160105	161161982			ENSG00000279355
TULP1	35497874	35512938	LEBER CONGENITAL AMAUROSIS 15; LCA15RETINITIS PIGMENTOSA, JUVENILE, TULP1-RELATED, INCLUDED	613843	ENSG00000112041
TULP1	35497874	35512938	RETINITIS PIGMENTOSA 14; RP14	600132	ENSG00000112041
RP11-145H9.3	2636936	2640001			ENSG00000228718
DCBLD1	117453817	117569858			ENSG00000164465
KIAA0319	24544104	24646155	DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2;;READING DISABILITY, SPECIFIC, 2	600202	ENSG00000137261
RP11-323I14__A.1	56276529	56276796			ENSG00000219095
TFAP2B	50818723	50847613	CHAR SYNDROME;;CHAR;;PATENT DUCTUS ARTERIOSUS WITH FACIAL DYSMORPHISM AND ABNORMAL FIFTHDIGITS	169100	ENSG00000008196
RP11-365H23.1	149112009	149112672			ENSG00000219487
UBDP1	29464596	29469806			ENSG00000225797
RP11-129H15.1	121641009	121641221			ENSG00000220326
RP11-254A17.1	19143695	19144160			ENSG00000217379
FRMD1	168055745	168081557			ENSG00000153303
XXbac-BPG300A18.13	32184733	32185882			ENSG00000273333
RP11-686D16.1	19290319	19321021			ENSG00000231662
MAS1LP1	29475025	29476071			ENSG00000230164
RPL5P20	19348181	19349076			ENSG00000218643
PBX2	32184741	32190186			ENSG00000204304
MYLK4	2663629	2750966			ENSG00000145949
RP3-445N2.1	56331788	56332117			ENSG00000227602
KCNQ5-IT1	72630495	72678558			ENSG00000233844
RBPMS2P1	73157517	73158139			ENSG00000234025
XXbac-BPG252P9.9	30723105	30723877			ENSG00000272540
TUBB	30720201	30725426	CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6; CDCBM6	615771	ENSG00000196230
HIST1H1PS2	26016379	26016601			ENSG00000224447
ARMT1	151452258	151470101			ENSG00000146476
DNAH8	38715341	39030529			ENSG00000124721
LATS1	149658153	149718256			ENSG00000131023
MAS1L	29486697	29487956			ENSG00000204687
RPS17P1	29489271	29489676			ENSG00000213900
CDC40	110180141	110254275			ENSG00000168438
HIST1H1A	26017085	26017732			ENSG00000124610
FOXC1	1609972	1613897	PETERS ANOMALY	604229	ENSG00000054598
